title,creator,collection,objectid,filename,youtubeid,imagelink,publisher/publication,place,date,description,subject,,physical location,identifier,formatoriginal,type,format,language,rights,rightsstatement
Nez Perce Basketry,Carla Timentwa,Josephy Library Video Collection,Nez-Perce-Basketry,,QdNhg6IVfjQ,,,Josephy Library,2024-04-18,,tuesday talk,,YouTube Page,Nez-Perce-Basketry,Lecture Videos,video,video/mp4,eng,,
nimiipuu stories for Heads & Hearts Exhibit,"Allen Pinkham, Sr",Josephy Library Video Collection,nimiipuu-stories-for-Heads-Hearts-Exhibit,,zuGB12Ys_g4,,,Josephy Library,2024-08-06,This video is uploaded in connection with the Heads and Hearts exhibit.,special event,,YouTube Page,nimiipuu-stories-for-Heads-Hearts-Exhibit,Lecture Videos,video,video/mp4,eng,,
nimiipuu interviews for Heads & Heart Exhibit,"Harry Slickpoo Jr, Jewie Davis, Phil Cash Cash, Chucky Axtell",Josephy Library Video Collection,nimiipuu-interviews-for-Heads-Heart-Exhibit,,2rMNi5unYnk,,,Josephy Library,2024-08-06,This video is uploaded in connection with the Heads and Hearts exhibit.,special event,,YouTube Page,nimiipuu-interviews-for-Heads-Heart-Exhibit,Lecture Videos,video,video/mp4,eng,,
Sockeye Salmon & Nez Perce Fisheries,Sarah Barnes,Josephy Library Video Collection,Sockeye-Salmon-Nez-Perce-Fisheries,,w2EiddagKiM,,,Josephy Library,2024-10-30,"Join us for a presentation by Sarah Barnes of Nez Perce Fisheries. The Tribe’s Department of Fisheries Resources Management (DFRM) has been involved with Sockeye Salmon reintroduction efforts since the 1990s. Finally, with the addition of fish passage to the Wallowa Lake Dam on the horizon, a full reintroduction is becoming a possibility.",tuesday talk,,YouTube Page,Sockeye-Salmon-Nez-Perce-Fisheries,Lecture Videos,video,video/mp4,eng,,
Wallowa County History Center,David Weaver,Josephy Library Video Collection,Wallowa-County-History-Center,,hgO9LOFFEuM,,,Josephy Library,2024-11-27,David Weaver of the Wallowa History Center gives a presentation on the resources the center uses to conduct reaserch.,tuesday talk,,YouTube Page,Wallowa-County-History-Center,Lecture Videos,video,video/mp4,eng,,
About the Josephy Library at Fishtrap,Rich Wandschneider,Rich Wandschneider Blog,About-the-Josephy-Library-at-Fishtrap,https://library.josephy.org/2010/07/about-the-josephy-library-at-fishtrap/,,library-header.jpg,Rich Wandschneider,,2010-07-21,"Blog entry from July 21, 2010",Library at Fishtrap;Alvin Josephy,,Library Website,About-the-Josephy-Library-at-Fishtrap,blog posts,record,url,eng,,
"Loeffler, Abbey, and Josephy",Rich Wandschneider,Rich Wandschneider Blog,Loeffler-Abbey-and-Josephy,https://library.josephy.org/2010/08/loeffler-abbey-and-josephy/,,library-header.jpg,Rich Wandschneider,,2010-08-11,"Blog entry from August 11, 2010",Ed Abbey;Fishtrap;Alvin Josephy;Jack Loeffler,,Library Website,Loeffler-Abbey-and-Josephy,blog posts,record,url,eng,,
Alvin Josephy in Mexico—1937,Rich Wandschneider,Rich Wandschneider Blog,Alvin-Josephy-in-Mexico-1937,https://library.josephy.org/2010/08/alvin-josephy-in-mexico-1937/,,library-header.jpg,Rich Wandschneider,,2010-08-18,"Blog entry from August 18, 2010",Barbara Kingsolver Lacuna;Leon Trotsky;Ken Magazine;Alvin Josephy;President Cardenas;Graham Greene in Mexico,,Library Website,Alvin-Josephy-in-Mexico-1937,blog posts,record,url,eng,,
The picture at top of the page,Rich Wandschneider,Rich Wandschneider Blog,The-picture-at-top-of-the-page,https://library.josephy.org/2010/08/the-picture-at-top-of-the-page/,,library-header.jpg,Rich Wandschneider,,2010-08-31,"Blog entry from August 31, 2010",nez perce;Alvin Josephy;Gilbert Conner;Yale University Press;Chester Kerr,,Library Website,The-picture-at-top-of-the-page,blog posts,record,url,eng,,
Alvin at War,Rich Wandschneider,Rich Wandschneider Blog,Alvin-at-War,https://library.josephy.org/2010/09/alvin-at-war/,,library-header.jpg,Rich Wandschneider,,2010-09-07,"Blog entry from September 7, 2010",Guam;Pacific War;Iwo Jima;Marine Corps;Guadalcanal;Alvin Josephy;The Long and the Short and the Tall,,Library Website,Alvin-at-War,blog posts,record,url,eng,,
Alvin Josephy at War,Rich Wandschneider,Rich Wandschneider Blog,Alvin-Josephy-at-War,https://library.josephy.org/2010/09/alvin-josephy-at-war/,,library-header.jpg,Rich Wandschneider,,2010-09-07,"Blog entry from September 7, 2010",Guam;Pacific War;Iwo Jima;Alvin Josephy;US Marines,,Library Website,Alvin-Josephy-at-War,blog posts,record,url,eng,,
Oregon is Indian Country,Rich Wandschneider,Rich Wandschneider Blog,Oregon-is-Indian-Country,https://library.josephy.org/2010/09/oregon-is-indian-country/,,library-header.jpg,Rich Wandschneider,,2010-09-28,"Blog entry from September 28, 2010",Oregon tribes;Oregon Days of Culture;nez perce;Alvin Josephy;Wallowa County;Oregon Historical Society,,Library Website,Oregon-is-Indian-Country,blog posts,record,url,eng,,
The 'Westerners',Rich Wandschneider,Rich Wandschneider Blog,The-Westerners-,https://library.josephy.org/2010/11/the-westerners/,,library-header.jpg,Rich Wandschneider,,2010-11-09,"Blog entry from November 9, 2010",Appaloosa Horse;New York Westerners;Brand Book;Alvin Josephy;Westerners,,Library Website,The-Westerners-,blog posts,record,url,eng,,
"Josephy, Thorndike, American Heritage, & the business of memoir",Rich Wandschneider,Rich Wandschneider Blog,Josephy-Thorndike-American-Heritage-the-business-of-memoir,https://library.josephy.org/2011/01/josephy-thorndike-american-heritage/,,library-header.jpg,Rich Wandschneider,,2011-01-06,"Blog entry from January 6, 2011",Sun Magazine;American Heritage;Alvin Josephy;Joe Thorndike;John Thorndike,,Library Website,Josephy-Thorndike-American-Heritage-the-business-of-memoir,blog posts,record,url,eng,,
a recollection from Tom Hutchison,Rich Wandschneider,Rich Wandschneider Blog,a-recollection-from-Tom-Hutchison,https://library.josephy.org/2011/01/a-recollection-from-tom-hutchison/,,library-header.jpg,Rich Wandschneider,,2011-01-18,"Blog entry from January 18, 2011",Tom Hutchison;Alvin Josephy;hawaiin music,,Library Website,a-recollection-from-Tom-Hutchison,blog posts,record,url,eng,,
"Josephy, Indians, and the Environment",Rich Wandschneider,Rich Wandschneider Blog,Josephy-Indians-and-the-Environment,https://library.josephy.org/2011/01/josephy-indians-and-the-environment/,,library-header.jpg,Rich Wandschneider,,2011-01-27,"Blog entry from January 27, 2011",Kinzua dam;Black Mesa.;Seneca;Alvin Josephy;Jack Loeffler,,Library Website,Josephy-Indians-and-the-Environment,blog posts,record,url,eng,,
"Paul VanDevelder, Salmon, Josephy, 'dominionists,'...",Rich Wandschneider,Rich Wandschneider Blog,Paul-VanDevelder-Salmon-Josephy-dominionists-,https://library.josephy.org/2011/02/paul-vandevelder-salmon-josephy/,,library-header.jpg,Rich Wandschneider,,2011-02-22,"Blog entry from February 22, 2011",Paul VanDevelder;Alvin Josephy;salmon,,Library Website,Paul-VanDevelder-Salmon-Josephy-dominionists-,blog posts,record,url,eng,,
A reflection on Winona LaDuke's visit to Fishtrap,Rich Wandschneider,Rich Wandschneider Blog,A-reflection-on-Winona-LaDuke-s-visit-to-Fishtrap,https://library.josephy.org/2011/03/a-reflection-on-winona-ladukes-visit-to-fishtrap/,,library-header.jpg,Rich Wandschneider,,2011-03-01,"Blog entry from March 1, 2011",Fishtrap;'nobel savage;Winona LaDuke;Alvin Josephy;White Earth Reservation;' 'vanishing indian;' Edward Sheriff Curtis;Itasca State Park,,Library Website,A-reflection-on-Winona-LaDuke-s-visit-to-Fishtrap,blog posts,record,url,eng,,
How do we keep learning from Alvin?,Rich Wandschneider,Rich Wandschneider Blog,How-do-we-keep-learning-from-Alvin-,https://library.josephy.org/2011/03/how-do-we-keep-learning-from-alvin/,,library-header.jpg,Rich Wandschneider,,2011-03-15,"Blog entry from March 15, 2011",1492;Custer Battlefield;Wounded Knee;Alvin Josephy;pre-columbian america,,Library Website,How-do-we-keep-learning-from-Alvin-,blog posts,record,url,eng,,
Who was Gwen Coffin?,Rich Wandschneider,Rich Wandschneider Blog,Who-was-Gwen-Coffin-,https://library.josephy.org/2011/03/who-was-gwen-coffin/,,library-header.jpg,Rich Wandschneider,,2011-03-31,"Blog entry from March 31, 2011",WW II;Japanese Internment camps;Alvin Josephy;Wallowa County Chieftain,,Library Website,Who-was-Gwen-Coffin-,blog posts,record,url,eng,,
Amateur Historians,Rich Wandschneider,Rich Wandschneider Blog,Amateur-Historians,https://library.josephy.org/2011/05/amateur-historians/,,library-header.jpg,Rich Wandschneider,,2011-05-16,"Blog entry from May 16, 2011",Wallowa County Museum;New York Westerners;American Heritage;Alvin Josephy;Wallowa County,,Library Website,Amateur-Historians,blog posts,record,url,eng,,
Learning—and teaching—Indian history,Rich Wandschneider,Rich Wandschneider Blog,Learning-and-teaching-Indian-history,https://library.josephy.org/2011/06/learning-and-teaching-indian-history/,,library-header.jpg,Rich Wandschneider,,2011-06-30,"Blog entry from June 30, 2011",Indian history;1492;Charles Mann;Alvin Josephy;1491,,Library Website,Learning-and-teaching-Indian-history,blog posts,record,url,eng,,
"Alvin Josephy, Cornplanter, and the Kinzua Dam",Rich Wandschneider,Rich Wandschneider Blog,Alvin-Josephy-Cornplanter-and-the-Kinzua-Dam,https://library.josephy.org/2011/09/alvin-josephy-cornplanter-and-the-kinzua-dam/,,library-header.jpg,Rich Wandschneider,,2011-09-22,"Blog entry from September 22, 2011",Kinzua dam;Seneca Nation;Alvin Josephy;Cornplanter;Robert Odawi Porter,,Library Website,Alvin-Josephy-Cornplanter-and-the-Kinzua-Dam,blog posts,record,url,eng,,
Josiah Red Wolf: Nez Perce War vet—and musician,Rich Wandschneider,Rich Wandschneider Blog,Josiah-Red-Wolf-Nez-Perce-War-vet-and-musician,https://library.josephy.org/2011/10/josiah-red-wolf-nez-perce-war-vet-and/,,library-header.jpg,Rich Wandschneider,,2011-10-06,"Blog entry from October 6, 2011",Lapwai;Lee Morse;Carlisle Institute;Columbus Day Parade;Josiah Red Wolf;Nez Perce War,,Library Website,Josiah-Red-Wolf-Nez-Perce-War-vet-and-musician,blog posts,record,url,eng,,
Mohave Indian Band,Rich Wandschneider,Rich Wandschneider Blog,Mohave-Indian-Band,https://library.josephy.org/2011/10/mohave-indian-band/,,library-header.jpg,Rich Wandschneider,,2011-10-10,"Blog entry from October 10, 2011",Calisle Band;Carlisle Institute;Indian Bands;Mojave Indian Band,,Library Website,Mohave-Indian-Band,blog posts,record,url,eng,,
At the edge of the rez,Rich Wandschneider,Rich Wandschneider Blog,At-the-edge-of-the-rez,https://library.josephy.org/2011/10/at-the-edge-of-the-rez/,,library-header.jpg,Rich Wandschneider,,2011-10-16,"Blog entry from October 16, 2011",Western fiction;Greasewood Creek;Pamela Steele;Counterpoint Press;Jump Off Creek;Molly Gloss,,Library Website,At-the-edge-of-the-rez,blog posts,record,url,eng,,
Alvin and the occupiers,Rich Wandschneider,Rich Wandschneider Blog,Alvin-and-the-occupiers,https://library.josephy.org/2011/11/alvin-and-the-occupiers/,,library-header.jpg,Rich Wandschneider,,2011-11-18,"Blog entry from November 18, 2011",Occupiers;Alvin Josephy;Jack Loeffler;Wall Street occupation,,Library Website,Alvin-and-the-occupiers,blog posts,record,url,eng,,
